"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","view_history","rt","stimulus","response","series","repetition","phase","choice","question_order"
"true","false","[]","[]","[]","preload","0","6243","0.0-0.0","390FAAB6951E49048D3CBBCFB4508658","0199dbfe-9cf8-7892-8f64-743969fd9090","0199dbe2-9616-7ebf-8a27-71b11f788553","","","","","","","","",""
"","","","","","instructions","1","9569","0.0-1.0","390FAAB6951E49048D3CBBCFB4508658","0199dbfe-9cf8-7892-8f64-743969fd9090","0199dbe2-9616-7ebf-8a27-71b11f788553","[{""page_index"":0,""viewing_time"":3322}]","3323","","","","","","",""
"","","","","","instructions","2","12405","0.0-2.0","390FAAB6951E49048D3CBBCFB4508658","0199dbfe-9cf8-7892-8f64-743969fd9090","0199dbe2-9616-7ebf-8a27-71b11f788553","[{""page_index"":0,""viewing_time"":2834}]","2835","","","","","","",""
"true","","","","","fullscreen","3","14768","0.0-3.0","390FAAB6951E49048D3CBBCFB4508658","0199dbfe-9cf8-7892-8f64-743969fd9090","0199dbe2-9616-7ebf-8a27-71b11f788553","","1346","","","","","","",""
"","","","","","instructions","4","182914","0.0-4.0","390FAAB6951E49048D3CBBCFB4508658","0199dbfe-9cf8-7892-8f64-743969fd9090","0199dbe2-9616-7ebf-8a27-71b11f788553","[{""page_index"":0,""viewing_time"":168144}]","168144","","","","","","",""
"","","","","","html-keyboard-response","5","188919","0.0-5.0","390FAAB6951E49048D3CBBCFB4508658","0199dbfe-9cf8-7892-8f64-743969fd9090","0199dbe2-9616-7ebf-8a27-71b11f788553","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_2/causal_series_2_a.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","2","1","A","",""
"","","","","","html-keyboard-response","6","194928","0.0-6.0","390FAAB6951E49048D3CBBCFB4508658","0199dbfe-9cf8-7892-8f64-743969fd9090","0199dbe2-9616-7ebf-8a27-71b11f788553","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_2/causal_series_2_b.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","2","1","B","",""
"","","","","","html-keyboard-response","7","200935","0.0-7.0","390FAAB6951E49048D3CBBCFB4508658","0199dbfe-9cf8-7892-8f64-743969fd9090","0199dbe2-9616-7ebf-8a27-71b11f788553","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_2/causal_series_2_c.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","2","1","C","",""
"","","","","","html-button-response","8","204719","0.0-8.0","390FAAB6951E49048D3CBBCFB4508658","0199dbfe-9cf8-7892-8f64-743969fd9090","0199dbe2-9616-7ebf-8a27-71b11f788553","","3782","
        <div style=""display: flex; justify-content: center; align-items: center;"">
          <img src=""images/red_deck_2.png"" style=""width: 300px; height: 300px; margin-right: 10px;"" />
          <img src=""images/blue_deck_1.png"" style=""width: 300px; height: 300px;"" />
        </div>","1","2","1","choice","1",""
"","","","","","html-keyboard-response","9","210729","0.0-9.0-1.0-0.0","390FAAB6951E49048D3CBBCFB4508658","0199dbfe-9cf8-7892-8f64-743969fd9090","0199dbe2-9616-7ebf-8a27-71b11f788553","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/semantic/semantic_series_2/semantic_series_2_d.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","2","1","D","",""
