"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","view_history","rt","stimulus","response","phase","offered_color","wait_time","decision"
"true","false","[]","[]","[]","preload","0","716","0.0-0.0","700CA413D0B34895BD827EFA0242A42B","019a73fb-804a-73ef-bea9-e047cbcd9e9a","019a73f3-2330-77da-838d-1b323d7854ea","","","","","","","",""
"","","","","","instructions","1","3399","0.0-1.0","700CA413D0B34895BD827EFA0242A42B","019a73fb-804a-73ef-bea9-e047cbcd9e9a","019a73f3-2330-77da-838d-1b323d7854ea","[{""page_index"":0,""viewing_time"":2682}]","2682","","","","","",""
"","","","","","instructions","2","19103","0.0-2.0","700CA413D0B34895BD827EFA0242A42B","019a73fb-804a-73ef-bea9-e047cbcd9e9a","019a73f3-2330-77da-838d-1b323d7854ea","[{""page_index"":0,""viewing_time"":15704}]","15704","","","","","",""
"true","","","","","fullscreen","3","21838","0.0-3.0","700CA413D0B34895BD827EFA0242A42B","019a73fb-804a-73ef-bea9-e047cbcd9e9a","019a73f3-2330-77da-838d-1b323d7854ea","","1732","","","","","",""
"","","","","","instructions","4","125603","0.0-4.0","700CA413D0B34895BD827EFA0242A42B","019a73fb-804a-73ef-bea9-e047cbcd9e9a","019a73f3-2330-77da-838d-1b323d7854ea","[{""page_index"":0,""viewing_time"":103766}]","103767","","","","","",""
"","","","","","instructions","5","133043","0.0-5.0","700CA413D0B34895BD827EFA0242A42B","019a73fb-804a-73ef-bea9-e047cbcd9e9a","019a73f3-2330-77da-838d-1b323d7854ea","[{""page_index"":0,""viewing_time"":7439}]","7439","","","","","",""
"","","","","","html-keyboard-response","6","137046","0.0-6.0-0.0-0.0","700CA413D0B34895BD827EFA0242A42B","019a73fb-804a-73ef-bea9-e047cbcd9e9a","019a73f3-2330-77da-838d-1b323d7854ea","","null","<div style=""display:flex;justify-content:center;align-items:center;"">
                     <img src=""images/causal/causal_series_8/causal_series_8_a.png"" style=""width:300px;height:300px;"">
                   </div>","null","start","none","4000",""
"","","","","","html-button-response","7","148426","0.0-6.0-0.0-1.0","700CA413D0B34895BD827EFA0242A42B","019a73fb-804a-73ef-bea9-e047cbcd9e9a","019a73f3-2330-77da-838d-1b323d7854ea","","11379","<p style=""font-size:22px;"">The next series offered is 
                        <span style=""color:red; font-weight:bold;"">RED</span>.</p>
                      <p>The red series shows an event that has a cause but no clear effect.</p>
                      <p>If you choose to view, you will need to wait <b>8 seconds</b> before seeing the next images.</p>
                      <p>Would you like to view or skip?</p>","0","offer_choice","red","8000","view"
"","","","","","html-keyboard-response","8","156429","0.0-6.0-0.0-2.0-0.0","700CA413D0B34895BD827EFA0242A42B","019a73fb-804a-73ef-bea9-e047cbcd9e9a","019a73f3-2330-77da-838d-1b323d7854ea","","null","<p style=""font-size:22px;"">Please wait <b>8</b> seconds...</p>","null","waiting_screen","red","8000",""
"","","","","","html-keyboard-response","9","160431","0.0-6.0-1.0-0.0","700CA413D0B34895BD827EFA0242A42B","019a73fb-804a-73ef-bea9-e047cbcd9e9a","019a73f3-2330-77da-838d-1b323d7854ea","","null","<div style=""display:flex;justify-content:center;align-items:center;"">
                     <img src=""images/causal/causal_series_9/causal_series_9_a.png"" style=""width:300px;height:300px;"">
                   </div>","null","start","red","8000",""
"","","","","","html-button-response","10","166638","0.0-6.0-1.0-1.0","700CA413D0B34895BD827EFA0242A42B","019a73fb-804a-73ef-bea9-e047cbcd9e9a","019a73f3-2330-77da-838d-1b323d7854ea","","6206","<p style=""font-size:22px;"">The next series offered is 
                        <span style=""color:blue; font-weight:bold;"">BLUE</span>.</p>
                      <p>The blue series shows an event that has a cause and an effect.</p>
                      <p>If you choose to view, you will need to wait <b>4 seconds</b> before seeing the next images.</p>
                      <p>Would you like to view or skip?</p>","0","offer_choice","blue","4000","view"
"","","","","","html-keyboard-response","11","170640","0.0-6.0-1.0-2.0-0.0","700CA413D0B34895BD827EFA0242A42B","019a73fb-804a-73ef-bea9-e047cbcd9e9a","019a73f3-2330-77da-838d-1b323d7854ea","","null","<p style=""font-size:22px;"">Please wait <b>4</b> seconds...</p>","null","waiting_screen","blue","4000",""
"","","","","","html-keyboard-response","12","174642","0.0-6.0-2.0-0.0","700CA413D0B34895BD827EFA0242A42B","019a73fb-804a-73ef-bea9-e047cbcd9e9a","019a73f3-2330-77da-838d-1b323d7854ea","","null","<div style=""display:flex;justify-content:center;align-items:center;"">
                     <img src=""images/causal/causal_series_10/causal_series_10_a.png"" style=""width:300px;height:300px;"">
                   </div>","null","start","blue","4000",""
