"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","view_history","rt","stimulus","response","choice","question_order"
"true","false","[]","[]","[]","preload","0","617","0.0-0.0","3DCE3A88D26542499B547C07DE17452C","0199d57b-c9fc-7f99-ac1c-55b5fcf0656a","0199d56c-30bc-78d3-ad54-283e22699c7d","","","","","",""
"","","","","","instructions","1","7129","0.0-1.0","3DCE3A88D26542499B547C07DE17452C","0199d57b-c9fc-7f99-ac1c-55b5fcf0656a","0199d56c-30bc-78d3-ad54-283e22699c7d","[{""page_index"":0,""viewing_time"":6511}]","6511","","","",""
"","","","","","instructions","2","24605","0.0-2.0","3DCE3A88D26542499B547C07DE17452C","0199d57b-c9fc-7f99-ac1c-55b5fcf0656a","0199d56c-30bc-78d3-ad54-283e22699c7d","[{""page_index"":0,""viewing_time"":17474}]","17475","","","",""
"true","","","","","fullscreen","3","28001","0.0-3.0","3DCE3A88D26542499B547C07DE17452C","0199d57b-c9fc-7f99-ac1c-55b5fcf0656a","0199d56c-30bc-78d3-ad54-283e22699c7d","","2377","","","",""
"","","","","","instructions","4","63259","0.0-4.0","3DCE3A88D26542499B547C07DE17452C","0199d57b-c9fc-7f99-ac1c-55b5fcf0656a","0199d56c-30bc-78d3-ad54-283e22699c7d","[{""page_index"":0,""viewing_time"":35257}]","35257","","","",""
"","","","","","html-keyboard-response","5","70263","0.0-5.0","3DCE3A88D26542499B547C07DE17452C","0199d57b-c9fc-7f99-ac1c-55b5fcf0656a","0199d56c-30bc-78d3-ad54-283e22699c7d","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_5/causal_series_5_c.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","",""
"","","","","","html-button-response","6","77726","0.0-6.0","3DCE3A88D26542499B547C07DE17452C","0199d57b-c9fc-7f99-ac1c-55b5fcf0656a","0199d56c-30bc-78d3-ad54-283e22699c7d","","7461","
        <div style=""display: flex; justify-content: center; align-items: center;"">
          <img src=""images/red_deck_2.png"" style=""width: 300px; height: 300px; margin-right: 10px;"" />
          <img src=""images/blue_deck_1.png"" style=""width: 300px; height: 300px;"" />
        </div>","1","1",""
"","","","","","html-keyboard-response","7","84737","0.0-7.0-1.0-0.0","3DCE3A88D26542499B547C07DE17452C","0199d57b-c9fc-7f99-ac1c-55b5fcf0656a","0199d56c-30bc-78d3-ad54-283e22699c7d","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/semantic/semantic_series_5/semantic_series_5_d.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","",""
"","","","","","survey-likert","8","91588","0.0-8.0","3DCE3A88D26542499B547C07DE17452C","0199d57b-c9fc-7f99-ac1c-55b5fcf0656a","0199d56c-30bc-78d3-ad54-283e22699c7d","","6847","","{""Q0"":0}","","[0]"
"","","","","","survey-likert","9","99301","0.0-9.0","3DCE3A88D26542499B547C07DE17452C","0199d57b-c9fc-7f99-ac1c-55b5fcf0656a","0199d56c-30bc-78d3-ad54-283e22699c7d","","7710","","{""Q0"":0}","","[0]"
