"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","offered_color","wait_time","view_history","rt","stimulus","response","phase","decision"
"true","false","[]","[]","[]","preload","0","2284","0.0-0.0","17AB2B269FFD43AB8380199A940389BD","019a71bb-49da-7f8f-8b91-986442d9bdd9","019a719d-eb47-7867-b440-fd981f2acb8b","red","12000","","","","","",""
"","","","","","instructions","1","4962","0.0-1.0","17AB2B269FFD43AB8380199A940389BD","019a71bb-49da-7f8f-8b91-986442d9bdd9","019a719d-eb47-7867-b440-fd981f2acb8b","red","12000","[{""page_index"":0,""viewing_time"":2678}]","2678","","","",""
"","","","","","instructions","2","13929","0.0-2.0","17AB2B269FFD43AB8380199A940389BD","019a71bb-49da-7f8f-8b91-986442d9bdd9","019a719d-eb47-7867-b440-fd981f2acb8b","red","12000","[{""page_index"":0,""viewing_time"":8967}]","8967","","","",""
"true","","","","","fullscreen","3","17185","0.0-3.0","17AB2B269FFD43AB8380199A940389BD","019a71bb-49da-7f8f-8b91-986442d9bdd9","019a719d-eb47-7867-b440-fd981f2acb8b","red","12000","","2251","","","",""
"","","","","","instructions","4","37267","0.0-4.0","17AB2B269FFD43AB8380199A940389BD","019a71bb-49da-7f8f-8b91-986442d9bdd9","019a719d-eb47-7867-b440-fd981f2acb8b","red","12000","[{""page_index"":0,""viewing_time"":20081}]","20081","","","",""
"","","","","","instructions","5","42460","0.0-5.0","17AB2B269FFD43AB8380199A940389BD","019a71bb-49da-7f8f-8b91-986442d9bdd9","019a719d-eb47-7867-b440-fd981f2acb8b","red","12000","[{""page_index"":0,""viewing_time"":5193}]","5193","","","",""
"","","","","","html-keyboard-response","6","48472","0.0-6.0-0.0-0.0","17AB2B269FFD43AB8380199A940389BD","019a71bb-49da-7f8f-8b91-986442d9bdd9","019a719d-eb47-7867-b440-fd981f2acb8b","red","12000","","null","<div style=""display:flex;justify-content:center;align-items:center;"">
                     <img src=""images/causal/causal_series_7/causal_series_7_a.png"" style=""width:300px;height:300px;"">
                   </div>","null","start",""
"","","","","","html-button-response","7","56443","0.0-6.0-0.0-1.0","17AB2B269FFD43AB8380199A940389BD","019a71bb-49da-7f8f-8b91-986442d9bdd9","019a719d-eb47-7867-b440-fd981f2acb8b","red","12000","","7969","<p style=""font-size:22px;"">The next series offered is 
                        <span style=""color:blue; font-weight:bold;"">BLUE</span>.</p>
                      <p>The blue series shows a sequence of events with a cause-and-effect relationship.</p>
                      <p>If you choose to view, you will need to wait <b>6 seconds</b> before seeing the next images.</p>
                      <p>Would you like to view or skip?</p>","1","offer_choice","skip"
"","","","","","html-keyboard-response","8","58456","0.0-6.0-0.0-5.0-0.0","17AB2B269FFD43AB8380199A940389BD","019a71bb-49da-7f8f-8b91-986442d9bdd9","019a719d-eb47-7867-b440-fd981f2acb8b","red","12000","","null","<p style=""font-size:22px;"">Skipping to the next round...</p>","null","skip_screen",""
"","","","","","html-keyboard-response","9","64468","0.0-6.0-1.0-0.0","17AB2B269FFD43AB8380199A940389BD","019a71bb-49da-7f8f-8b91-986442d9bdd9","019a719d-eb47-7867-b440-fd981f2acb8b","red","12000","","null","<div style=""display:flex;justify-content:center;align-items:center;"">
                     <img src=""images/causal/causal_series_4/causal_series_4_a.png"" style=""width:300px;height:300px;"">
                   </div>","null","start",""
"","","","","","html-button-response","10","67151","0.0-6.0-1.0-1.0","17AB2B269FFD43AB8380199A940389BD","019a71bb-49da-7f8f-8b91-986442d9bdd9","019a719d-eb47-7867-b440-fd981f2acb8b","red","12000","","2682","<p style=""font-size:22px;"">The next series offered is 
                        <span style=""color:blue; font-weight:bold;"">BLUE</span>.</p>
                      <p>The blue series shows a sequence of events with a cause-and-effect relationship.</p>
                      <p>If you choose to view, you will need to wait <b>8 seconds</b> before seeing the next images.</p>
                      <p>Would you like to view or skip?</p>","0","offer_choice","view"
"","","","","","html-keyboard-response","11","75158","0.0-6.0-1.0-2.0-0.0","17AB2B269FFD43AB8380199A940389BD","019a71bb-49da-7f8f-8b91-986442d9bdd9","019a719d-eb47-7867-b440-fd981f2acb8b","red","12000","","null","<p style=""font-size:22px;"">Please wait <b>8</b> seconds...</p>","null","waiting_screen",""
"","","","","","html-keyboard-response","12","81167","0.0-6.0-2.0-0.0","17AB2B269FFD43AB8380199A940389BD","019a71bb-49da-7f8f-8b91-986442d9bdd9","019a719d-eb47-7867-b440-fd981f2acb8b","red","12000","","null","<div style=""display:flex;justify-content:center;align-items:center;"">
                     <img src=""images/causal/causal_series_5/causal_series_5_a.png"" style=""width:300px;height:300px;"">
                   </div>","null","start",""
"","","","","","html-button-response","13","84619","0.0-6.0-2.0-1.0","17AB2B269FFD43AB8380199A940389BD","019a71bb-49da-7f8f-8b91-986442d9bdd9","019a719d-eb47-7867-b440-fd981f2acb8b","red","12000","","3451","<p style=""font-size:22px;"">The next series offered is 
                        <span style=""color:blue; font-weight:bold;"">BLUE</span>.</p>
                      <p>The blue series shows a sequence of events with a cause-and-effect relationship.</p>
                      <p>If you choose to view, you will need to wait <b>6 seconds</b> before seeing the next images.</p>
                      <p>Would you like to view or skip?</p>","0","offer_choice","view"
"","","","","","html-keyboard-response","14","90635","0.0-6.0-2.0-2.0-0.0","17AB2B269FFD43AB8380199A940389BD","019a71bb-49da-7f8f-8b91-986442d9bdd9","019a719d-eb47-7867-b440-fd981f2acb8b","red","12000","","null","<p style=""font-size:22px;"">Please wait <b>6</b> seconds...</p>","null","waiting_screen",""
"","","","","","html-keyboard-response","15","96646","0.0-6.0-3.0-0.0","17AB2B269FFD43AB8380199A940389BD","019a71bb-49da-7f8f-8b91-986442d9bdd9","019a719d-eb47-7867-b440-fd981f2acb8b","red","12000","","null","<div style=""display:flex;justify-content:center;align-items:center;"">
                     <img src=""images/causal/causal_series_10/causal_series_10_a.png"" style=""width:300px;height:300px;"">
                   </div>","null","start",""
