"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","offered_color","view_cost","view_history","rt","stimulus","response","phase","decision","question_order"
"true","false","[]","[]","[]","preload","0","285","0.0-0.0","9E4D237A57E24EF7AA019362E2A37A0A","019a5655-f930-78be-a59e-6e1a072c10e8","019a564d-4154-7b75-b37e-6d07e11185d1","red","5","","","","","","",""
"","","","","","instructions","1","2516","0.0-1.0","9E4D237A57E24EF7AA019362E2A37A0A","019a5655-f930-78be-a59e-6e1a072c10e8","019a564d-4154-7b75-b37e-6d07e11185d1","red","5","[{""page_index"":0,""viewing_time"":2231}]","2231","","","","",""
"","","","","","instructions","2","8932","0.0-2.0","9E4D237A57E24EF7AA019362E2A37A0A","019a5655-f930-78be-a59e-6e1a072c10e8","019a564d-4154-7b75-b37e-6d07e11185d1","red","5","[{""page_index"":0,""viewing_time"":6415}]","6415","","","","",""
"true","","","","","fullscreen","3","11451","0.0-3.0","9E4D237A57E24EF7AA019362E2A37A0A","019a5655-f930-78be-a59e-6e1a072c10e8","019a564d-4154-7b75-b37e-6d07e11185d1","red","5","","1515","","","","",""
"","","","","","instructions","4","63169","0.0-4.0","9E4D237A57E24EF7AA019362E2A37A0A","019a5655-f930-78be-a59e-6e1a072c10e8","019a564d-4154-7b75-b37e-6d07e11185d1","red","5","[{""page_index"":0,""viewing_time"":51717}]","51717","","","","",""
"","","","","","html-keyboard-response","5","69172","0.0-5.0-0.0","9E4D237A57E24EF7AA019362E2A37A0A","019a5655-f930-78be-a59e-6e1a072c10e8","019a564d-4154-7b75-b37e-6d07e11185d1","red","5","","null","<div style=""display:flex;justify-content:center;align-items:center;"">
                     <img src=""images/causal/causal_series_2/causal_series_2_a.png"" style=""width:300px;height:300px;"">
                   </div>","null","start","",""
"","","","","","html-button-response","6","73833","0.0-5.0-1.0","9E4D237A57E24EF7AA019362E2A37A0A","019a5655-f930-78be-a59e-6e1a072c10e8","019a564d-4154-7b75-b37e-6d07e11185d1","red","5","","4656","<p style=""font-size:22px;"">The next deck offered is 
                        <span style=""color:red; font-weight:bold;"">RED</span>.</p>
                      <p>The red deck shows two unrelated facts.</p>
                      <p>If you choose to view, it will cost <b>5 cents</b>.</p>
                      <p>Would you like to view or wait?</p>","1","offer_choice","wait",""
"","","","","","html-keyboard-response","7","79835","0.0-5.0-4.0-0.0","9E4D237A57E24EF7AA019362E2A37A0A","019a5655-f930-78be-a59e-6e1a072c10e8","019a564d-4154-7b75-b37e-6d07e11185d1","red","5","","null","<p style=""font-size:22px;"">Waiting...</p>","null","wait_screen","",""
"","","","","","survey-likert","8","85953","0.0-5.0-5.0","9E4D237A57E24EF7AA019362E2A37A0A","019a5655-f930-78be-a59e-6e1a072c10e8","019a564d-4154-7b75-b37e-6d07e11185d1","red","5","","6113","","{""Q0"":2}","surprise_rating","","[0]"
"","","","","","survey-likert","9","91132","0.0-5.0-6.0","9E4D237A57E24EF7AA019362E2A37A0A","019a5655-f930-78be-a59e-6e1a072c10e8","019a564d-4154-7b75-b37e-6d07e11185d1","red","5","","5178","","{""Q0"":0}","enjoyment_rating","","[0]"
"","","","","","html-keyboard-response","10","97134","0.0-6.0-0.0","9E4D237A57E24EF7AA019362E2A37A0A","019a5655-f930-78be-a59e-6e1a072c10e8","019a564d-4154-7b75-b37e-6d07e11185d1","red","5","","null","<div style=""display:flex;justify-content:center;align-items:center;"">
                     <img src=""images/causal/causal_series_1/causal_series_1_a.png"" style=""width:300px;height:300px;"">
                   </div>","null","start","",""
"","","","","","html-button-response","11","101467","0.0-6.0-1.0","9E4D237A57E24EF7AA019362E2A37A0A","019a5655-f930-78be-a59e-6e1a072c10e8","019a564d-4154-7b75-b37e-6d07e11185d1","red","5","","4332","<p style=""font-size:22px;"">The next deck offered is 
                        <span style=""color:blue; font-weight:bold;"">BLUE</span>.</p>
                      <p>The blue deck shows two related facts.</p>
                      <p>If you choose to view, it will cost <b>1 cents</b>.</p>
                      <p>Would you like to view or wait?</p>","1","offer_choice","wait",""
"","","","","","html-keyboard-response","12","107470","0.0-6.0-4.0-0.0","9E4D237A57E24EF7AA019362E2A37A0A","019a5655-f930-78be-a59e-6e1a072c10e8","019a564d-4154-7b75-b37e-6d07e11185d1","red","5","","null","<p style=""font-size:22px;"">Waiting...</p>","null","wait_screen","",""
"","","","","","survey-likert","13","113198","0.0-6.0-5.0","9E4D237A57E24EF7AA019362E2A37A0A","019a5655-f930-78be-a59e-6e1a072c10e8","019a564d-4154-7b75-b37e-6d07e11185d1","red","5","","5727","","{""Q0"":0}","surprise_rating","","[0]"
