"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","view_history","rt","stimulus","response","choice","question_order"
"true","false","[]","[]","[]","preload","0","1346","0.0-0.0","3EF331DDAFA44DF9B3B61B8D3CEE873B","0199d57d-7900-7d17-a405-57439b3996a8","0199d56c-30bc-78d3-ad54-283e22699c7d","","","","","",""
"","","","","","instructions","1","6081","0.0-1.0","3EF331DDAFA44DF9B3B61B8D3CEE873B","0199d57d-7900-7d17-a405-57439b3996a8","0199d56c-30bc-78d3-ad54-283e22699c7d","[{""page_index"":0,""viewing_time"":4734}]","4734","","","",""
"","","","","","instructions","2","9872","0.0-2.0","3EF331DDAFA44DF9B3B61B8D3CEE873B","0199d57d-7900-7d17-a405-57439b3996a8","0199d56c-30bc-78d3-ad54-283e22699c7d","[{""page_index"":0,""viewing_time"":3791}]","3791","","","",""
"true","","","","","fullscreen","3","13629","0.0-3.0","3EF331DDAFA44DF9B3B61B8D3CEE873B","0199d57d-7900-7d17-a405-57439b3996a8","0199d56c-30bc-78d3-ad54-283e22699c7d","","2755","","","",""
"","","","","","instructions","4","32281","0.0-4.0","3EF331DDAFA44DF9B3B61B8D3CEE873B","0199d57d-7900-7d17-a405-57439b3996a8","0199d56c-30bc-78d3-ad54-283e22699c7d","[{""page_index"":0,""viewing_time"":18651}]","18651","","","",""
"","","","","","html-keyboard-response","5","39284","0.0-5.0","3EF331DDAFA44DF9B3B61B8D3CEE873B","0199d57d-7900-7d17-a405-57439b3996a8","0199d56c-30bc-78d3-ad54-283e22699c7d","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_6/causal_series_6_c.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","",""
"","","","","","html-button-response","6","40966","0.0-6.0","3EF331DDAFA44DF9B3B61B8D3CEE873B","0199d57d-7900-7d17-a405-57439b3996a8","0199d56c-30bc-78d3-ad54-283e22699c7d","","1678","
        <div style=""display: flex; justify-content: center; align-items: center;"">
          <img src=""images/red_deck_2.png"" style=""width: 300px; height: 300px; margin-right: 10px;"" />
          <img src=""images/blue_deck_1.png"" style=""width: 300px; height: 300px;"" />
        </div>","1","1",""
"","","","","","html-keyboard-response","7","47967","0.0-7.0-1.0-0.0","3EF331DDAFA44DF9B3B61B8D3CEE873B","0199d57d-7900-7d17-a405-57439b3996a8","0199d56c-30bc-78d3-ad54-283e22699c7d","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/semantic/semantic_series_6/semantic_series_6_d.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","",""
"","","","","","survey-likert","8","55930","0.0-8.0","3EF331DDAFA44DF9B3B61B8D3CEE873B","0199d57d-7900-7d17-a405-57439b3996a8","0199d56c-30bc-78d3-ad54-283e22699c7d","","7960","","{""Q0"":1}","","[0]"
"","","","","","survey-likert","9","60932","0.0-9.0","3EF331DDAFA44DF9B3B61B8D3CEE873B","0199d57d-7900-7d17-a405-57439b3996a8","0199d56c-30bc-78d3-ad54-283e22699c7d","","5001","","{""Q0"":1}","","[0]"
"","","","","","html-keyboard-response","10","67936","0.0-10.0","3EF331DDAFA44DF9B3B61B8D3CEE873B","0199d57d-7900-7d17-a405-57439b3996a8","0199d56c-30bc-78d3-ad54-283e22699c7d","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/other/blank.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","",""
"","","","","","html-keyboard-response","11","74939","0.0-11.0","3EF331DDAFA44DF9B3B61B8D3CEE873B","0199d57d-7900-7d17-a405-57439b3996a8","0199d56c-30bc-78d3-ad54-283e22699c7d","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_7/causal_series_7_c.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","",""
"","","","","","html-button-response","12","77782","0.0-12.0","3EF331DDAFA44DF9B3B61B8D3CEE873B","0199d57d-7900-7d17-a405-57439b3996a8","0199d56c-30bc-78d3-ad54-283e22699c7d","","2841","
        <div style=""display: flex; justify-content: center; align-items: center;"">
          <img src=""images/red_deck_2.png"" style=""width: 300px; height: 300px; margin-right: 10px;"" />
          <img src=""images/blue_deck_1.png"" style=""width: 300px; height: 300px;"" />
        </div>","0","0",""
"","","","","","html-keyboard-response","13","84785","0.0-13.0-0.0-0.0","3EF331DDAFA44DF9B3B61B8D3CEE873B","0199d57d-7900-7d17-a405-57439b3996a8","0199d56c-30bc-78d3-ad54-283e22699c7d","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_7/causal_series_7_d.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","",""
"","","","","","survey-likert","14","87312","0.0-14.0","3EF331DDAFA44DF9B3B61B8D3CEE873B","0199d57d-7900-7d17-a405-57439b3996a8","0199d56c-30bc-78d3-ad54-283e22699c7d","","2525","","{""Q0"":0}","","[0]"
