"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","view_history","rt","stimulus","response","series","repetition","phase","choice","question_order"
"true","false","[]","[]","[]","preload","0","521","0.0-0.0","9388B00C20254CC7A073220FB02A8C2C","0199d67f-7846-7c27-80e7-52b896acdbe4","0199d675-8795-765b-adc2-c813de8cd3d1","","","","","","","","",""
"","","","","","instructions","1","2966","0.0-1.0","9388B00C20254CC7A073220FB02A8C2C","0199d67f-7846-7c27-80e7-52b896acdbe4","0199d675-8795-765b-adc2-c813de8cd3d1","[{""page_index"":0,""viewing_time"":2444}]","2444","","","","","","",""
"","","","","","instructions","2","6020","0.0-2.0","9388B00C20254CC7A073220FB02A8C2C","0199d67f-7846-7c27-80e7-52b896acdbe4","0199d675-8795-765b-adc2-c813de8cd3d1","[{""page_index"":0,""viewing_time"":3054}]","3054","","","","","","",""
"true","","","","","fullscreen","3","9632","0.0-3.0","9388B00C20254CC7A073220FB02A8C2C","0199d67f-7846-7c27-80e7-52b896acdbe4","0199d675-8795-765b-adc2-c813de8cd3d1","","2609","","","","","","",""
"","","","","","instructions","4","29543","0.0-4.0","9388B00C20254CC7A073220FB02A8C2C","0199d67f-7846-7c27-80e7-52b896acdbe4","0199d675-8795-765b-adc2-c813de8cd3d1","[{""page_index"":0,""viewing_time"":19907}]","19907","","","","","","",""
"","","","","","html-keyboard-response","5","35544","0.0-5.0","9388B00C20254CC7A073220FB02A8C2C","0199d67f-7846-7c27-80e7-52b896acdbe4","0199d675-8795-765b-adc2-c813de8cd3d1","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_9/causal_series_9_a.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","9","2","A","",""
"","","","","","html-button-response","6","38970","0.0-6.0","9388B00C20254CC7A073220FB02A8C2C","0199d67f-7846-7c27-80e7-52b896acdbe4","0199d675-8795-765b-adc2-c813de8cd3d1","","3425","
        <div style=""display: flex; justify-content: center; align-items: center;"">
          <img src=""images/red_deck_2.png"" style=""width: 300px; height: 300px; margin-right: 10px;"" />
          <img src=""images/blue_deck_1.png"" style=""width: 300px; height: 300px;"" />
        </div>","1","9","2","choice","1",""
"","","","","","html-keyboard-response","7","44971","0.0-7.0-1.0-0.0","9388B00C20254CC7A073220FB02A8C2C","0199d67f-7846-7c27-80e7-52b896acdbe4","0199d675-8795-765b-adc2-c813de8cd3d1","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/semantic/semantic_series_9/semantic_series_9_b.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","9","2","B","",""
"","","","","","html-keyboard-response","8","50975","0.0-7.0-1.0-1.0","9388B00C20254CC7A073220FB02A8C2C","0199d67f-7846-7c27-80e7-52b896acdbe4","0199d675-8795-765b-adc2-c813de8cd3d1","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/semantic/semantic_series_9/semantic_series_9_c.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","9","2","C","",""
"","","","","","html-keyboard-response","9","56978","0.0-7.0-1.0-2.0","9388B00C20254CC7A073220FB02A8C2C","0199d67f-7846-7c27-80e7-52b896acdbe4","0199d675-8795-765b-adc2-c813de8cd3d1","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/semantic/semantic_series_9/semantic_series_9_d.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","9","2","D","",""
"","","","","","survey-likert","10","60267","0.0-8.0","9388B00C20254CC7A073220FB02A8C2C","0199d67f-7846-7c27-80e7-52b896acdbe4","0199d675-8795-765b-adc2-c813de8cd3d1","","3287","","{""Q0"":3}","9","2","surprise_rating","","[0]"
"","","","","","survey-likert","11","62644","0.0-9.0","9388B00C20254CC7A073220FB02A8C2C","0199d67f-7846-7c27-80e7-52b896acdbe4","0199d675-8795-765b-adc2-c813de8cd3d1","","2376","","{""Q0"":1}","9","2","enjoyment_rating","","[0]"
"","","","","","html-keyboard-response","12","68646","0.0-10.0","9388B00C20254CC7A073220FB02A8C2C","0199d67f-7846-7c27-80e7-52b896acdbe4","0199d675-8795-765b-adc2-c813de8cd3d1","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/other/blank.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","0","0","blank","",""
"","","","","","html-keyboard-response","13","74653","0.0-11.0","9388B00C20254CC7A073220FB02A8C2C","0199d67f-7846-7c27-80e7-52b896acdbe4","0199d675-8795-765b-adc2-c813de8cd3d1","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_5/causal_series_5_a.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","5","1","A","",""
"","","","","","html-button-response","14","76191","0.0-12.0","9388B00C20254CC7A073220FB02A8C2C","0199d67f-7846-7c27-80e7-52b896acdbe4","0199d675-8795-765b-adc2-c813de8cd3d1","","1533","
        <div style=""display: flex; justify-content: center; align-items: center;"">
          <img src=""images/red_deck_2.png"" style=""width: 300px; height: 300px; margin-right: 10px;"" />
          <img src=""images/blue_deck_1.png"" style=""width: 300px; height: 300px;"" />
        </div>","0","5","1","choice","0",""
"","","","","","html-keyboard-response","15","82195","0.0-13.0-0.0-0.0","9388B00C20254CC7A073220FB02A8C2C","0199d67f-7846-7c27-80e7-52b896acdbe4","0199d675-8795-765b-adc2-c813de8cd3d1","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_5/causal_series_5_b.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","5","1","B","",""
