"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","view_history","rt","stimulus","response","choice"
"true","false","[]","[]","[]","preload","0","206","0.0-0.0","B2BDAA433CE9478095FEF3C0705BE4D9","0199ace2-8f6e-7ec9-a79f-ab20fc857fc0","0199ace1-b359-7f5c-9116-f77d3800ea9b","","","","",""
"","","","","","instructions","1","5122","0.0-1.0","B2BDAA433CE9478095FEF3C0705BE4D9","0199ace2-8f6e-7ec9-a79f-ab20fc857fc0","0199ace1-b359-7f5c-9116-f77d3800ea9b","[{""page_index"":0,""viewing_time"":4915}]","4916","","",""
"","","","","","instructions","2","12578","0.0-2.0","B2BDAA433CE9478095FEF3C0705BE4D9","0199ace2-8f6e-7ec9-a79f-ab20fc857fc0","0199ace1-b359-7f5c-9116-f77d3800ea9b","[{""page_index"":0,""viewing_time"":7455}]","7456","","",""
"true","","","","","fullscreen","3","16806","0.0-3.0","B2BDAA433CE9478095FEF3C0705BE4D9","0199ace2-8f6e-7ec9-a79f-ab20fc857fc0","0199ace1-b359-7f5c-9116-f77d3800ea9b","","3227","","",""
"","","","","","instructions","4","26271","0.0-4.0","B2BDAA433CE9478095FEF3C0705BE4D9","0199ace2-8f6e-7ec9-a79f-ab20fc857fc0","0199ace1-b359-7f5c-9116-f77d3800ea9b","[{""page_index"":0,""viewing_time"":9464}]","9464","","",""
"","","","","","html-keyboard-response","5","33286","0.0-5.0","B2BDAA433CE9478095FEF3C0705BE4D9","0199ace2-8f6e-7ec9-a79f-ab20fc857fc0","0199ace1-b359-7f5c-9116-f77d3800ea9b","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_4/causal_series_4_a.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null",""
"","","","","","html-keyboard-response","6","40294","0.0-6.0","B2BDAA433CE9478095FEF3C0705BE4D9","0199ace2-8f6e-7ec9-a79f-ab20fc857fc0","0199ace1-b359-7f5c-9116-f77d3800ea9b","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_4/causal_series_4_b.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null",""
"","","","","","html-keyboard-response","7","47306","0.0-7.0","B2BDAA433CE9478095FEF3C0705BE4D9","0199ace2-8f6e-7ec9-a79f-ab20fc857fc0","0199ace1-b359-7f5c-9116-f77d3800ea9b","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_4/causal_series_4_c.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null",""
"","","","","","html-button-response","8","49898","0.0-8.0","B2BDAA433CE9478095FEF3C0705BE4D9","0199ace2-8f6e-7ec9-a79f-ab20fc857fc0","0199ace1-b359-7f5c-9116-f77d3800ea9b","","2591","
        <div style=""display: flex; justify-content: center; align-items: center;"">
          <img src=""images/red_deck_2.png"" style=""width: 300px; height: 300px; margin-right: 10px;"" />
          <img src=""images/blue_deck_1.png"" style=""width: 300px; height: 300px;"" />
        </div>","0","0"
"","","","","","html-keyboard-response","9","56903","0.0-9.0-0.0-0.0","B2BDAA433CE9478095FEF3C0705BE4D9","0199ace2-8f6e-7ec9-a79f-ab20fc857fc0","0199ace1-b359-7f5c-9116-f77d3800ea9b","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_4/causal_series_4_d.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null",""
