"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","offered_color","view_cost","view_history","rt","stimulus","response","phase","decision","question_order"
"true","false","[]","[]","[]","preload","0","890","0.0-0.0","48982E913CEF45C3B313339316D2495E","019a576d-a12c-7edf-9d88-0eb4c0eab3a5","019a5749-1dd3-7675-a1bc-ca532ed32c54","red","5","","","","","","",""
"","","","","","instructions","1","2345","0.0-1.0","48982E913CEF45C3B313339316D2495E","019a576d-a12c-7edf-9d88-0eb4c0eab3a5","019a5749-1dd3-7675-a1bc-ca532ed32c54","red","5","[{""page_index"":0,""viewing_time"":1454}]","1454","","","","",""
"","","","","","instructions","2","5729","0.0-2.0","48982E913CEF45C3B313339316D2495E","019a576d-a12c-7edf-9d88-0eb4c0eab3a5","019a5749-1dd3-7675-a1bc-ca532ed32c54","red","5","[{""page_index"":0,""viewing_time"":3383}]","3383","","","","",""
"true","","","","","fullscreen","3","10526","0.0-3.0","48982E913CEF45C3B313339316D2495E","019a576d-a12c-7edf-9d88-0eb4c0eab3a5","019a5749-1dd3-7675-a1bc-ca532ed32c54","red","5","","3783","","","","",""
"","","","","","instructions","4","42281","0.0-4.0","48982E913CEF45C3B313339316D2495E","019a576d-a12c-7edf-9d88-0eb4c0eab3a5","019a5749-1dd3-7675-a1bc-ca532ed32c54","red","5","[{""page_index"":0,""viewing_time"":31754}]","31755","","","","",""
"","","","","","html-keyboard-response","5","48297","0.0-5.0-0.0","48982E913CEF45C3B313339316D2495E","019a576d-a12c-7edf-9d88-0eb4c0eab3a5","019a5749-1dd3-7675-a1bc-ca532ed32c54","red","5","","null","<div style=""display:flex;justify-content:center;align-items:center;"">
                     <img src=""images/causal/causal_series_9/causal_series_9_a.png"" style=""width:300px;height:300px;"">
                   </div>","null","start","",""
"","","","","","html-button-response","6","50913","0.0-5.0-1.0","48982E913CEF45C3B313339316D2495E","019a576d-a12c-7edf-9d88-0eb4c0eab3a5","019a5749-1dd3-7675-a1bc-ca532ed32c54","red","5","","2615","<p style=""font-size:22px;"">The next deck offered is 
                        <span style=""color:blue; font-weight:bold;"">BLUE</span>.</p>
                      <p>The blue deck shows two related facts.</p>
                      <p>If you choose to view, it will cost <b>5 cents</b>.</p>
                      <p>Would you like to view or wait?</p>","0","offer_choice","view",""
"","","","","","html-keyboard-response","7","56927","0.0-5.0-2.0-0.0","48982E913CEF45C3B313339316D2495E","019a576d-a12c-7edf-9d88-0eb4c0eab3a5","019a5749-1dd3-7675-a1bc-ca532ed32c54","red","5","","null","<div style=""display:flex;justify-content:center;align-items:center;"">
                     <img src=""images/causal/causal_series_9/causal_series_9_b.png"" style=""width:300px;height:300px;"">
                   </div>","null","view_card_b","",""
"","","","","","html-keyboard-response","8","62931","0.0-5.0-2.0-1.0","48982E913CEF45C3B313339316D2495E","019a576d-a12c-7edf-9d88-0eb4c0eab3a5","019a5749-1dd3-7675-a1bc-ca532ed32c54","red","5","","null","<div style=""display:flex;justify-content:center;align-items:center;"">
                     <img src=""images/causal/causal_series_9/causal_series_9_c.png"" style=""width:300px;height:300px;"">
                   </div>","null","view_card_c","",""
"","","","","","survey-likert","9","66818","0.0-5.0-5.0","48982E913CEF45C3B313339316D2495E","019a576d-a12c-7edf-9d88-0eb4c0eab3a5","019a5749-1dd3-7675-a1bc-ca532ed32c54","red","5","","3886","","{""Q0"":1}","surprise_rating","","[0]"
"","","","","","survey-likert","10","69521","0.0-5.0-6.0","48982E913CEF45C3B313339316D2495E","019a576d-a12c-7edf-9d88-0eb4c0eab3a5","019a5749-1dd3-7675-a1bc-ca532ed32c54","red","5","","2702","","{""Q0"":3}","enjoyment_rating","","[0]"
"","","","","","html-keyboard-response","11","75530","0.0-6.0-0.0","48982E913CEF45C3B313339316D2495E","019a576d-a12c-7edf-9d88-0eb4c0eab3a5","019a5749-1dd3-7675-a1bc-ca532ed32c54","red","5","","null","<div style=""display:flex;justify-content:center;align-items:center;"">
                     <img src=""images/causal/causal_series_2/causal_series_2_a.png"" style=""width:300px;height:300px;"">
                   </div>","null","start","",""
"","","","","","html-button-response","12","77041","0.0-6.0-1.0","48982E913CEF45C3B313339316D2495E","019a576d-a12c-7edf-9d88-0eb4c0eab3a5","019a5749-1dd3-7675-a1bc-ca532ed32c54","red","5","","1509","<p style=""font-size:22px;"">The next deck offered is 
                        <span style=""color:red; font-weight:bold;"">RED</span>.</p>
                      <p>The red deck shows two unrelated facts.</p>
                      <p>If you choose to view, it will cost <b>1 cents</b>.</p>
                      <p>Would you like to view or wait?</p>","1","offer_choice","wait",""
"","","","","","html-keyboard-response","13","83055","0.0-6.0-4.0-0.0","48982E913CEF45C3B313339316D2495E","019a576d-a12c-7edf-9d88-0eb4c0eab3a5","019a5749-1dd3-7675-a1bc-ca532ed32c54","red","5","","null","<p style=""font-size:22px;"">Waiting...</p>","null","wait_screen","",""
"","","","","","survey-likert","14","93281","0.0-6.0-5.0","48982E913CEF45C3B313339316D2495E","019a576d-a12c-7edf-9d88-0eb4c0eab3a5","019a5749-1dd3-7675-a1bc-ca532ed32c54","red","5","","10225","","{""Q0"":0}","surprise_rating","","[0]"
"","","","","","survey-likert","15","97769","0.0-6.0-6.0","48982E913CEF45C3B313339316D2495E","019a576d-a12c-7edf-9d88-0eb4c0eab3a5","019a5749-1dd3-7675-a1bc-ca532ed32c54","red","5","","4487","","{""Q0"":2}","enjoyment_rating","","[0]"
"","","","","","html-keyboard-response","16","103780","0.0-7.0-0.0","48982E913CEF45C3B313339316D2495E","019a576d-a12c-7edf-9d88-0eb4c0eab3a5","019a5749-1dd3-7675-a1bc-ca532ed32c54","red","5","","null","<div style=""display:flex;justify-content:center;align-items:center;"">
                     <img src=""images/causal/causal_series_4/causal_series_4_a.png"" style=""width:300px;height:300px;"">
                   </div>","null","start","",""
"","","","","","html-button-response","17","105832","0.0-7.0-1.0","48982E913CEF45C3B313339316D2495E","019a576d-a12c-7edf-9d88-0eb4c0eab3a5","019a5749-1dd3-7675-a1bc-ca532ed32c54","red","5","","2052","<p style=""font-size:22px;"">The next deck offered is 
                        <span style=""color:blue; font-weight:bold;"">BLUE</span>.</p>
                      <p>The blue deck shows two related facts.</p>
                      <p>If you choose to view, it will cost <b>1 cents</b>.</p>
                      <p>Would you like to view or wait?</p>","1","offer_choice","wait",""
