"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","offered_color","wait_time","view_history","rt","stimulus","response","phase","decision"
"true","false","[]","[]","[]","preload","0","2060","0.0-0.0","7E726C9FE8584589B6508BE6E854E953","019a73b4-5d93-7e78-86ae-98e9dcb37c40","019a73b2-d563-7054-95cc-7949b2183cb2","blue","12000","","","","","",""
"","","","","","instructions","1","4723","0.0-1.0","7E726C9FE8584589B6508BE6E854E953","019a73b4-5d93-7e78-86ae-98e9dcb37c40","019a73b2-d563-7054-95cc-7949b2183cb2","blue","12000","[{""page_index"":0,""viewing_time"":2661}]","2662","","","",""
"","","","","","instructions","2","13010","0.0-2.0","7E726C9FE8584589B6508BE6E854E953","019a73b4-5d93-7e78-86ae-98e9dcb37c40","019a73b2-d563-7054-95cc-7949b2183cb2","blue","12000","[{""page_index"":0,""viewing_time"":8287}]","8287","","","",""
"true","","","","","fullscreen","3","15982","0.0-3.0","7E726C9FE8584589B6508BE6E854E953","019a73b4-5d93-7e78-86ae-98e9dcb37c40","019a73b2-d563-7054-95cc-7949b2183cb2","blue","12000","","1959","","","",""
"","","","","","instructions","4","33066","0.0-4.0","7E726C9FE8584589B6508BE6E854E953","019a73b4-5d93-7e78-86ae-98e9dcb37c40","019a73b2-d563-7054-95cc-7949b2183cb2","blue","12000","[{""page_index"":0,""viewing_time"":17083}]","17083","","","",""
"","","","","","instructions","5","40602","0.0-5.0","7E726C9FE8584589B6508BE6E854E953","019a73b4-5d93-7e78-86ae-98e9dcb37c40","019a73b2-d563-7054-95cc-7949b2183cb2","blue","12000","[{""page_index"":0,""viewing_time"":7535}]","7536","","","",""
"","","","","","html-keyboard-response","6","44609","0.0-6.0-0.0-0.0","7E726C9FE8584589B6508BE6E854E953","019a73b4-5d93-7e78-86ae-98e9dcb37c40","019a73b2-d563-7054-95cc-7949b2183cb2","blue","12000","","null","<div style=""display:flex;justify-content:center;align-items:center;"">
                     <img src=""images/causal/causal_series_1/causal_series_1_a.png"" style=""width:300px;height:300px;"">
                   </div>","null","start",""
"","","","","","html-button-response","7","48363","0.0-6.0-0.0-1.0","7E726C9FE8584589B6508BE6E854E953","019a73b4-5d93-7e78-86ae-98e9dcb37c40","019a73b2-d563-7054-95cc-7949b2183cb2","blue","12000","","3751","<p style=""font-size:22px;"">The next series offered is 
                        <span style=""color:blue; font-weight:bold;"">BLUE</span>.</p>
                      <p>The blue series shows an event that has a cause and an effect.</p>
                      <p>If you choose to view, you will need to wait <b>8 seconds</b> before seeing the next images.</p>
                      <p>Would you like to view or skip?</p>","0","offer_choice","view"
"","","","","","html-keyboard-response","8","56367","0.0-6.0-0.0-2.0-0.0","7E726C9FE8584589B6508BE6E854E953","019a73b4-5d93-7e78-86ae-98e9dcb37c40","019a73b2-d563-7054-95cc-7949b2183cb2","blue","12000","","null","<p style=""font-size:22px;"">Please wait <b>8</b> seconds...</p>","null","waiting_screen",""
"","","","","","html-keyboard-response","9","60380","0.0-6.0-1.0-0.0","7E726C9FE8584589B6508BE6E854E953","019a73b4-5d93-7e78-86ae-98e9dcb37c40","019a73b2-d563-7054-95cc-7949b2183cb2","blue","12000","","null","<div style=""display:flex;justify-content:center;align-items:center;"">
                     <img src=""images/causal/causal_series_6/causal_series_6_a.png"" style=""width:300px;height:300px;"">
                   </div>","null","start",""
