"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","view_history","rt","stimulus","response","phase","choice","question_order"
"true","false","[]","[]","[]","preload","0","1438","0.0-0.0","7EE0FDE943B04F06A9AF120563B6AA64","019a50d1-6ccf-7e73-b501-c8a40f2b31a2","019a50cf-ba5d-7779-b88c-2ff4a321cee9","","","","","","",""
"","","","","","instructions","1","5808","0.0-1.0","7EE0FDE943B04F06A9AF120563B6AA64","019a50d1-6ccf-7e73-b501-c8a40f2b31a2","019a50cf-ba5d-7779-b88c-2ff4a321cee9","[{""page_index"":0,""viewing_time"":4368}]","4369","","","","",""
"","","","","","instructions","2","9507","0.0-2.0","7EE0FDE943B04F06A9AF120563B6AA64","019a50d1-6ccf-7e73-b501-c8a40f2b31a2","019a50cf-ba5d-7779-b88c-2ff4a321cee9","[{""page_index"":0,""viewing_time"":3699}]","3699","","","","",""
"true","","","","","fullscreen","3","12523","0.0-3.0","7EE0FDE943B04F06A9AF120563B6AA64","019a50d1-6ccf-7e73-b501-c8a40f2b31a2","019a50cf-ba5d-7779-b88c-2ff4a321cee9","","2010","","","","",""
"","","","","","instructions","4","36263","0.0-4.0","7EE0FDE943B04F06A9AF120563B6AA64","019a50d1-6ccf-7e73-b501-c8a40f2b31a2","019a50cf-ba5d-7779-b88c-2ff4a321cee9","[{""page_index"":0,""viewing_time"":23739}]","23739","","","","",""
"","","","","","html-button-response","5","42023","0.0-5.0-0.0","7EE0FDE943B04F06A9AF120563B6AA64","019a50d1-6ccf-7e73-b501-c8a40f2b31a2","019a50cf-ba5d-7779-b88c-2ff4a321cee9","","5758","
        <div style=""display: flex; justify-content: center; align-items: center;"">
          <img src=""images/red_deck_2.png"" style=""width: 300px; height: 300px; margin-right: 10px;"" />
          <img src=""images/blue_deck_1.png"" style=""width: 300px; height: 300px;"" />
        </div>","1","deck_choice","1",""
"","","","","","html-keyboard-response","6","54027","0.0-5.0-1.0-1.0-0.0","7EE0FDE943B04F06A9AF120563B6AA64","019a50d1-6ccf-7e73-b501-c8a40f2b31a2","019a50cf-ba5d-7779-b88c-2ff4a321cee9","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/semantic/semantic_series_3/semantic_series_3_a.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","semantic_a","",""
"","","","","","survey-likert","7","57732","0.0-5.0-2.0","7EE0FDE943B04F06A9AF120563B6AA64","019a50d1-6ccf-7e73-b501-c8a40f2b31a2","019a50cf-ba5d-7779-b88c-2ff4a321cee9","","3702","","{""Q0"":0}","surprise_rating","","[0]"
"","","","","","survey-likert","8","60772","0.0-5.0-3.0","7EE0FDE943B04F06A9AF120563B6AA64","019a50d1-6ccf-7e73-b501-c8a40f2b31a2","019a50cf-ba5d-7779-b88c-2ff4a321cee9","","3038","","{""Q0"":0}","enjoyment_rating","","[0]"
"","","","","","html-button-response","9","61887","0.0-6.0-0.0","7EE0FDE943B04F06A9AF120563B6AA64","019a50d1-6ccf-7e73-b501-c8a40f2b31a2","019a50cf-ba5d-7779-b88c-2ff4a321cee9","","1112","
        <div style=""display: flex; justify-content: center; align-items: center;"">
          <img src=""images/red_deck_2.png"" style=""width: 300px; height: 300px; margin-right: 10px;"" />
          <img src=""images/blue_deck_1.png"" style=""width: 300px; height: 300px;"" />
        </div>","0","deck_choice","0",""
