"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","offered_color","wait_time","view_history","rt","stimulus","response","phase","decision"
"true","false","[]","[]","[]","preload","0","631","0.0-0.0","E088DACD4B844DD096C4045BC263D1A3","019a73b4-81c4-7b4d-a8b1-112bebbd487d","019a73b2-d563-7054-95cc-7949b2183cb2","blue","12000","","","","","",""
"","","","","","instructions","1","15620","0.0-1.0","E088DACD4B844DD096C4045BC263D1A3","019a73b4-81c4-7b4d-a8b1-112bebbd487d","019a73b2-d563-7054-95cc-7949b2183cb2","blue","12000","[{""page_index"":0,""viewing_time"":14988}]","14988","","","",""
"","","","","","instructions","2","29705","0.0-2.0","E088DACD4B844DD096C4045BC263D1A3","019a73b4-81c4-7b4d-a8b1-112bebbd487d","019a73b2-d563-7054-95cc-7949b2183cb2","blue","12000","[{""page_index"":0,""viewing_time"":14083}]","14084","","","",""
"true","","","","","fullscreen","3","32768","0.0-3.0","E088DACD4B844DD096C4045BC263D1A3","019a73b4-81c4-7b4d-a8b1-112bebbd487d","019a73b2-d563-7054-95cc-7949b2183cb2","blue","12000","","2058","","","",""
"","","","","","instructions","4","47690","0.0-4.0","E088DACD4B844DD096C4045BC263D1A3","019a73b4-81c4-7b4d-a8b1-112bebbd487d","019a73b2-d563-7054-95cc-7949b2183cb2","blue","12000","[{""page_index"":0,""viewing_time"":14922}]","14922","","","",""
"","","","","","instructions","5","53851","0.0-5.0","E088DACD4B844DD096C4045BC263D1A3","019a73b4-81c4-7b4d-a8b1-112bebbd487d","019a73b2-d563-7054-95cc-7949b2183cb2","blue","12000","[{""page_index"":0,""viewing_time"":6161}]","6161","","","",""
"","","","","","html-keyboard-response","6","57853","0.0-6.0-0.0-0.0","E088DACD4B844DD096C4045BC263D1A3","019a73b4-81c4-7b4d-a8b1-112bebbd487d","019a73b2-d563-7054-95cc-7949b2183cb2","blue","12000","","null","<div style=""display:flex;justify-content:center;align-items:center;"">
                     <img src=""images/causal/causal_series_1/causal_series_1_a.png"" style=""width:300px;height:300px;"">
                   </div>","null","start",""
"","","","","","html-button-response","7","63135","0.0-6.0-0.0-1.0","E088DACD4B844DD096C4045BC263D1A3","019a73b4-81c4-7b4d-a8b1-112bebbd487d","019a73b2-d563-7054-95cc-7949b2183cb2","blue","12000","","5278","<p style=""font-size:22px;"">The next series offered is 
                        <span style=""color:red; font-weight:bold;"">RED</span>.</p>
                      <p>The red series shows an event that has a cause but no clear effect.</p>
                      <p>If you choose to view, you will need to wait <b>4 seconds</b> before seeing the next images.</p>
                      <p>Would you like to view or skip?</p>","0","offer_choice","view"
"","","","","","html-keyboard-response","8","67137","0.0-6.0-0.0-2.0-0.0","E088DACD4B844DD096C4045BC263D1A3","019a73b4-81c4-7b4d-a8b1-112bebbd487d","019a73b2-d563-7054-95cc-7949b2183cb2","blue","12000","","null","<p style=""font-size:22px;"">Please wait <b>4</b> seconds...</p>","null","waiting_screen",""
"","","","","","html-keyboard-response","9","71138","0.0-6.0-1.0-0.0","E088DACD4B844DD096C4045BC263D1A3","019a73b4-81c4-7b4d-a8b1-112bebbd487d","019a73b2-d563-7054-95cc-7949b2183cb2","blue","12000","","null","<div style=""display:flex;justify-content:center;align-items:center;"">
                     <img src=""images/causal/causal_series_5/causal_series_5_a.png"" style=""width:300px;height:300px;"">
                   </div>","null","start",""
"","","","","","html-button-response","10","77773","0.0-6.0-1.0-1.0","E088DACD4B844DD096C4045BC263D1A3","019a73b4-81c4-7b4d-a8b1-112bebbd487d","019a73b2-d563-7054-95cc-7949b2183cb2","blue","12000","","6634","<p style=""font-size:22px;"">The next series offered is 
                        <span style=""color:red; font-weight:bold;"">RED</span>.</p>
                      <p>The red series shows an event that has a cause but no clear effect.</p>
                      <p>If you choose to view, you will need to wait <b>12 seconds</b> before seeing the next images.</p>
                      <p>Would you like to view or skip?</p>","0","offer_choice","view"
"","","","","","html-keyboard-response","11","89775","0.0-6.0-1.0-2.0-0.0","E088DACD4B844DD096C4045BC263D1A3","019a73b4-81c4-7b4d-a8b1-112bebbd487d","019a73b2-d563-7054-95cc-7949b2183cb2","blue","12000","","null","<p style=""font-size:22px;"">Please wait <b>12</b> seconds...</p>","null","waiting_screen",""
"","","","","","html-keyboard-response","12","93776","0.0-6.0-2.0-0.0","E088DACD4B844DD096C4045BC263D1A3","019a73b4-81c4-7b4d-a8b1-112bebbd487d","019a73b2-d563-7054-95cc-7949b2183cb2","blue","12000","","null","<div style=""display:flex;justify-content:center;align-items:center;"">
                     <img src=""images/causal/causal_series_10/causal_series_10_a.png"" style=""width:300px;height:300px;"">
                   </div>","null","start",""
"","","","","","html-button-response","13","98130","0.0-6.0-2.0-1.0","E088DACD4B844DD096C4045BC263D1A3","019a73b4-81c4-7b4d-a8b1-112bebbd487d","019a73b2-d563-7054-95cc-7949b2183cb2","blue","12000","","4354","<p style=""font-size:22px;"">The next series offered is 
                        <span style=""color:blue; font-weight:bold;"">BLUE</span>.</p>
                      <p>The blue series shows an event that has a cause and an effect.</p>
                      <p>If you choose to view, you will need to wait <b>12 seconds</b> before seeing the next images.</p>
                      <p>Would you like to view or skip?</p>","0","offer_choice","view"
"","","","","","html-keyboard-response","14","110132","0.0-6.0-2.0-2.0-0.0","E088DACD4B844DD096C4045BC263D1A3","019a73b4-81c4-7b4d-a8b1-112bebbd487d","019a73b2-d563-7054-95cc-7949b2183cb2","blue","12000","","null","<p style=""font-size:22px;"">Please wait <b>12</b> seconds...</p>","null","waiting_screen",""
"","","","","","html-keyboard-response","15","114133","0.0-6.0-3.0-0.0","E088DACD4B844DD096C4045BC263D1A3","019a73b4-81c4-7b4d-a8b1-112bebbd487d","019a73b2-d563-7054-95cc-7949b2183cb2","blue","12000","","null","<div style=""display:flex;justify-content:center;align-items:center;"">
                     <img src=""images/causal/causal_series_3/causal_series_3_a.png"" style=""width:300px;height:300px;"">
                   </div>","null","start",""
"","","","","","html-button-response","16","116175","0.0-6.0-3.0-1.0","E088DACD4B844DD096C4045BC263D1A3","019a73b4-81c4-7b4d-a8b1-112bebbd487d","019a73b2-d563-7054-95cc-7949b2183cb2","blue","12000","","2042","<p style=""font-size:22px;"">The next series offered is 
                        <span style=""color:blue; font-weight:bold;"">BLUE</span>.</p>
                      <p>The blue series shows an event that has a cause and an effect.</p>
                      <p>If you choose to view, you will need to wait <b>8 seconds</b> before seeing the next images.</p>
                      <p>Would you like to view or skip?</p>","0","offer_choice","view"
"","","","","","html-keyboard-response","17","124177","0.0-6.0-3.0-2.0-0.0","E088DACD4B844DD096C4045BC263D1A3","019a73b4-81c4-7b4d-a8b1-112bebbd487d","019a73b2-d563-7054-95cc-7949b2183cb2","blue","12000","","null","<p style=""font-size:22px;"">Please wait <b>8</b> seconds...</p>","null","waiting_screen",""
"","","","","","html-keyboard-response","18","128178","0.0-6.0-4.0-0.0","E088DACD4B844DD096C4045BC263D1A3","019a73b4-81c4-7b4d-a8b1-112bebbd487d","019a73b2-d563-7054-95cc-7949b2183cb2","blue","12000","","null","<div style=""display:flex;justify-content:center;align-items:center;"">
                     <img src=""images/causal/causal_series_9/causal_series_9_a.png"" style=""width:300px;height:300px;"">
                   </div>","null","start",""
"","","","","","html-button-response","19","130065","0.0-6.0-4.0-1.0","E088DACD4B844DD096C4045BC263D1A3","019a73b4-81c4-7b4d-a8b1-112bebbd487d","019a73b2-d563-7054-95cc-7949b2183cb2","blue","12000","","1886","<p style=""font-size:22px;"">The next series offered is 
                        <span style=""color:blue; font-weight:bold;"">BLUE</span>.</p>
                      <p>The blue series shows an event that has a cause and an effect.</p>
                      <p>If you choose to view, you will need to wait <b>8 seconds</b> before seeing the next images.</p>
                      <p>Would you like to view or skip?</p>","0","offer_choice","view"
"","","","","","html-keyboard-response","20","138066","0.0-6.0-4.0-2.0-0.0","E088DACD4B844DD096C4045BC263D1A3","019a73b4-81c4-7b4d-a8b1-112bebbd487d","019a73b2-d563-7054-95cc-7949b2183cb2","blue","12000","","null","<p style=""font-size:22px;"">Please wait <b>8</b> seconds...</p>","null","waiting_screen",""
"","","","","","html-keyboard-response","21","142067","0.0-6.0-5.0-0.0","E088DACD4B844DD096C4045BC263D1A3","019a73b4-81c4-7b4d-a8b1-112bebbd487d","019a73b2-d563-7054-95cc-7949b2183cb2","blue","12000","","null","<div style=""display:flex;justify-content:center;align-items:center;"">
                     <img src=""images/causal/causal_series_7/causal_series_7_a.png"" style=""width:300px;height:300px;"">
                   </div>","null","start",""
"","","","","","html-button-response","22","145378","0.0-6.0-5.0-1.0","E088DACD4B844DD096C4045BC263D1A3","019a73b4-81c4-7b4d-a8b1-112bebbd487d","019a73b2-d563-7054-95cc-7949b2183cb2","blue","12000","","3310","<p style=""font-size:22px;"">The next series offered is 
                        <span style=""color:red; font-weight:bold;"">RED</span>.</p>
                      <p>The red series shows an event that has a cause but no clear effect.</p>
                      <p>If you choose to view, you will need to wait <b>12 seconds</b> before seeing the next images.</p>
                      <p>Would you like to view or skip?</p>","0","offer_choice","view"
"","","","","","html-keyboard-response","23","157380","0.0-6.0-5.0-2.0-0.0","E088DACD4B844DD096C4045BC263D1A3","019a73b4-81c4-7b4d-a8b1-112bebbd487d","019a73b2-d563-7054-95cc-7949b2183cb2","blue","12000","","null","<p style=""font-size:22px;"">Please wait <b>12</b> seconds...</p>","null","waiting_screen",""
"","","","","","html-keyboard-response","24","161381","0.0-6.0-6.0-0.0","E088DACD4B844DD096C4045BC263D1A3","019a73b4-81c4-7b4d-a8b1-112bebbd487d","019a73b2-d563-7054-95cc-7949b2183cb2","blue","12000","","null","<div style=""display:flex;justify-content:center;align-items:center;"">
                     <img src=""images/causal/causal_series_4/causal_series_4_a.png"" style=""width:300px;height:300px;"">
                   </div>","null","start",""
"","","","","","html-button-response","25","162497","0.0-6.0-6.0-1.0","E088DACD4B844DD096C4045BC263D1A3","019a73b4-81c4-7b4d-a8b1-112bebbd487d","019a73b2-d563-7054-95cc-7949b2183cb2","blue","12000","","1115","<p style=""font-size:22px;"">The next series offered is 
                        <span style=""color:blue; font-weight:bold;"">BLUE</span>.</p>
                      <p>The blue series shows an event that has a cause and an effect.</p>
                      <p>If you choose to view, you will need to wait <b>4 seconds</b> before seeing the next images.</p>
                      <p>Would you like to view or skip?</p>","0","offer_choice","view"
"","","","","","html-keyboard-response","26","166498","0.0-6.0-6.0-2.0-0.0","E088DACD4B844DD096C4045BC263D1A3","019a73b4-81c4-7b4d-a8b1-112bebbd487d","019a73b2-d563-7054-95cc-7949b2183cb2","blue","12000","","null","<p style=""font-size:22px;"">Please wait <b>4</b> seconds...</p>","null","waiting_screen",""
"","","","","","html-keyboard-response","27","170500","0.0-6.0-7.0-0.0","E088DACD4B844DD096C4045BC263D1A3","019a73b4-81c4-7b4d-a8b1-112bebbd487d","019a73b2-d563-7054-95cc-7949b2183cb2","blue","12000","","null","<div style=""display:flex;justify-content:center;align-items:center;"">
                     <img src=""images/causal/causal_series_8/causal_series_8_a.png"" style=""width:300px;height:300px;"">
                   </div>","null","start",""
"","","","","","html-button-response","28","172735","0.0-6.0-7.0-1.0","E088DACD4B844DD096C4045BC263D1A3","019a73b4-81c4-7b4d-a8b1-112bebbd487d","019a73b2-d563-7054-95cc-7949b2183cb2","blue","12000","","2235","<p style=""font-size:22px;"">The next series offered is 
                        <span style=""color:blue; font-weight:bold;"">BLUE</span>.</p>
                      <p>The blue series shows an event that has a cause and an effect.</p>
                      <p>If you choose to view, you will need to wait <b>4 seconds</b> before seeing the next images.</p>
                      <p>Would you like to view or skip?</p>","0","offer_choice","view"
"","","","","","html-keyboard-response","29","176737","0.0-6.0-7.0-2.0-0.0","E088DACD4B844DD096C4045BC263D1A3","019a73b4-81c4-7b4d-a8b1-112bebbd487d","019a73b2-d563-7054-95cc-7949b2183cb2","blue","12000","","null","<p style=""font-size:22px;"">Please wait <b>4</b> seconds...</p>","null","waiting_screen",""
"","","","","","html-keyboard-response","30","180738","0.0-6.0-8.0-0.0","E088DACD4B844DD096C4045BC263D1A3","019a73b4-81c4-7b4d-a8b1-112bebbd487d","019a73b2-d563-7054-95cc-7949b2183cb2","blue","12000","","null","<div style=""display:flex;justify-content:center;align-items:center;"">
                     <img src=""images/causal/causal_series_6/causal_series_6_a.png"" style=""width:300px;height:300px;"">
                   </div>","null","start",""
"","","","","","html-button-response","31","182966","0.0-6.0-8.0-1.0","E088DACD4B844DD096C4045BC263D1A3","019a73b4-81c4-7b4d-a8b1-112bebbd487d","019a73b2-d563-7054-95cc-7949b2183cb2","blue","12000","","2227","<p style=""font-size:22px;"">The next series offered is 
                        <span style=""color:red; font-weight:bold;"">RED</span>.</p>
                      <p>The red series shows an event that has a cause but no clear effect.</p>
                      <p>If you choose to view, you will need to wait <b>4 seconds</b> before seeing the next images.</p>
                      <p>Would you like to view or skip?</p>","0","offer_choice","view"
"","","","","","html-keyboard-response","32","186968","0.0-6.0-8.0-2.0-0.0","E088DACD4B844DD096C4045BC263D1A3","019a73b4-81c4-7b4d-a8b1-112bebbd487d","019a73b2-d563-7054-95cc-7949b2183cb2","blue","12000","","null","<p style=""font-size:22px;"">Please wait <b>4</b> seconds...</p>","null","waiting_screen",""
"","","","","","html-keyboard-response","33","190970","0.0-6.0-9.0-0.0","E088DACD4B844DD096C4045BC263D1A3","019a73b4-81c4-7b4d-a8b1-112bebbd487d","019a73b2-d563-7054-95cc-7949b2183cb2","blue","12000","","null","<div style=""display:flex;justify-content:center;align-items:center;"">
                     <img src=""images/causal/causal_series_2/causal_series_2_a.png"" style=""width:300px;height:300px;"">
                   </div>","null","start",""
"","","","","","html-button-response","34","192217","0.0-6.0-9.0-1.0","E088DACD4B844DD096C4045BC263D1A3","019a73b4-81c4-7b4d-a8b1-112bebbd487d","019a73b2-d563-7054-95cc-7949b2183cb2","blue","12000","","1246","<p style=""font-size:22px;"">The next series offered is 
                        <span style=""color:blue; font-weight:bold;"">BLUE</span>.</p>
                      <p>The blue series shows an event that has a cause and an effect.</p>
                      <p>If you choose to view, you will need to wait <b>12 seconds</b> before seeing the next images.</p>
                      <p>Would you like to view or skip?</p>","0","offer_choice","view"
"","","","","","html-keyboard-response","35","204218","0.0-6.0-9.0-2.0-0.0","E088DACD4B844DD096C4045BC263D1A3","019a73b4-81c4-7b4d-a8b1-112bebbd487d","019a73b2-d563-7054-95cc-7949b2183cb2","blue","12000","","null","<p style=""font-size:22px;"">Please wait <b>12</b> seconds...</p>","null","waiting_screen",""
"","","","","","html-keyboard-response","36","208220","0.0-7.0","E088DACD4B844DD096C4045BC263D1A3","019a73b4-81c4-7b4d-a8b1-112bebbd487d","019a73b2-d563-7054-95cc-7949b2183cb2","blue","12000","","null","<div style=""text-align:center; font-size:28px; font-family:Arial; padding:60px;"">
          <p>The 100 seconds are now over.</p>
          <p>Please take a moment before continuing to the final questions.</p>
        </div>","null","end_of_time",""
"","","","","","survey-text","37","225114","0.0-8.0","E088DACD4B844DD096C4045BC263D1A3","019a73b4-81c4-7b4d-a8b1-112bebbd487d","019a73b2-d563-7054-95cc-7949b2183cb2","blue","12000","","16891","","{""Q0"":""the blue deck had no clear cause and effect and the red did""}","",""
"","","","","","html-button-response","38","231290","0.0-9.0","E088DACD4B844DD096C4045BC263D1A3","019a73b4-81c4-7b4d-a8b1-112bebbd487d","019a73b2-d563-7054-95cc-7949b2183cb2","blue","12000","","6175","Which color deck showed facts that built on each other?","0","",""
"","","","","","html-button-response","39","233397","0.0-10.0","E088DACD4B844DD096C4045BC263D1A3","019a73b4-81c4-7b4d-a8b1-112bebbd487d","019a73b2-d563-7054-95cc-7949b2183cb2","blue","12000","","2107","Which color deck showed unrelated facts?","1","",""
"","","","","","html-button-response","40","235850","0.0-11.0","E088DACD4B844DD096C4045BC263D1A3","019a73b4-81c4-7b4d-a8b1-112bebbd487d","019a73b2-d563-7054-95cc-7949b2183cb2","blue","12000","","2451","Which type of deck did you prefer overall?","1","",""
"","","","","","survey-text","41","243344","0.0-12.0","E088DACD4B844DD096C4045BC263D1A3","019a73b4-81c4-7b4d-a8b1-112bebbd487d","019a73b2-d563-7054-95cc-7949b2183cb2","blue","12000","","7492","","{""Q0"":""It felt more informative""}","",""
"","","","","","survey-text","42","248643","0.0-13.0","E088DACD4B844DD096C4045BC263D1A3","019a73b4-81c4-7b4d-a8b1-112bebbd487d","019a73b2-d563-7054-95cc-7949b2183cb2","blue","12000","","5294","","{""Q0"":""Male"",""Q1"":""27""}","",""
"","","","","","instructions","43","252234","0.0-14.0","E088DACD4B844DD096C4045BC263D1A3","019a73b4-81c4-7b4d-a8b1-112bebbd487d","019a73b2-d563-7054-95cc-7949b2183cb2","blue","12000","[{""page_index"":0,""viewing_time"":3590}]","3590","","","",""
