"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","view_history","rt","stimulus","response","phase","choice","question_order"
"true","false","[]","[]","[]","preload","0","1624","0.0-0.0","A11E8818AB28460181406629061E2154","019a5277-a3a0-77ac-bc38-8e57c3df63cb","019a524e-1850-7fa4-8556-8a611a5fd0c9","","","","","","",""
"","","","","","instructions","1","3907","0.0-1.0","A11E8818AB28460181406629061E2154","019a5277-a3a0-77ac-bc38-8e57c3df63cb","019a524e-1850-7fa4-8556-8a611a5fd0c9","[{""page_index"":0,""viewing_time"":2281}]","2282","","","","",""
"","","","","","instructions","2","13030","0.0-2.0","A11E8818AB28460181406629061E2154","019a5277-a3a0-77ac-bc38-8e57c3df63cb","019a524e-1850-7fa4-8556-8a611a5fd0c9","[{""page_index"":0,""viewing_time"":9122}]","9122","","","","",""
"true","","","","","fullscreen","3","15509","0.0-3.0","A11E8818AB28460181406629061E2154","019a5277-a3a0-77ac-bc38-8e57c3df63cb","019a524e-1850-7fa4-8556-8a611a5fd0c9","","1473","","","","",""
"","","","","","instructions","4","19969","0.0-4.0","A11E8818AB28460181406629061E2154","019a5277-a3a0-77ac-bc38-8e57c3df63cb","019a524e-1850-7fa4-8556-8a611a5fd0c9","[{""page_index"":0,""viewing_time"":4459}]","4460","","","","",""
"","","","","","html-keyboard-response","5","26971","0.0-5.0-0.0","A11E8818AB28460181406629061E2154","019a5277-a3a0-77ac-bc38-8e57c3df63cb","019a524e-1850-7fa4-8556-8a611a5fd0c9","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_6/causal_series_6_a.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","causal_a","",""
"","","","","","html-button-response","6","29529","0.0-5.0-1.0","A11E8818AB28460181406629061E2154","019a5277-a3a0-77ac-bc38-8e57c3df63cb","019a524e-1850-7fa4-8556-8a611a5fd0c9","","2557","
        <div style=""display: flex; justify-content: center; align-items: center;"">
          <img src=""images/blue_deck_1.png"" style=""width: 300px; height: 300px; margin-right: 10px;"" />
          <img src=""images/red_deck_2.png"" style=""width: 300px; height: 300px;"" />
        </div>","1","deck_choice","1",""
"","","","","","html-keyboard-response","7","36532","0.0-5.0-2.0-0.0-0.0","A11E8818AB28460181406629061E2154","019a5277-a3a0-77ac-bc38-8e57c3df63cb","019a524e-1850-7fa4-8556-8a611a5fd0c9","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_6/causal_series_6_b.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","causal_b","",""
"","","","","","html-keyboard-response","8","43534","0.0-5.0-2.0-0.0-1.0","A11E8818AB28460181406629061E2154","019a5277-a3a0-77ac-bc38-8e57c3df63cb","019a524e-1850-7fa4-8556-8a611a5fd0c9","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_6/causal_series_6_c.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","causal_c","",""
"","","","","","survey-likert","9","47412","0.0-5.0-3.0","A11E8818AB28460181406629061E2154","019a5277-a3a0-77ac-bc38-8e57c3df63cb","019a524e-1850-7fa4-8556-8a611a5fd0c9","","3873","","{""Q0"":0}","surprise_rating","","[0]"
