"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","offered_color","view_cost","view_history","rt","stimulus","response","phase","decision","question_order"
"true","false","[]","[]","[]","preload","0","535","0.0-0.0","55E25AF2888E49AEAB76E95D3E696930","019a564e-c8a7-7014-9465-6df2d8ecba4c","019a564d-4154-7b75-b37e-6d07e11185d1","blue","3","","","","","","",""
"","","","","","instructions","1","5324","0.0-1.0","55E25AF2888E49AEAB76E95D3E696930","019a564e-c8a7-7014-9465-6df2d8ecba4c","019a564d-4154-7b75-b37e-6d07e11185d1","blue","3","[{""page_index"":0,""viewing_time"":4788}]","4788","","","","",""
"","","","","","instructions","2","8103","0.0-2.0","55E25AF2888E49AEAB76E95D3E696930","019a564e-c8a7-7014-9465-6df2d8ecba4c","019a564d-4154-7b75-b37e-6d07e11185d1","blue","3","[{""page_index"":0,""viewing_time"":2778}]","2778","","","","",""
"true","","","","","fullscreen","3","11772","0.0-3.0","55E25AF2888E49AEAB76E95D3E696930","019a564e-c8a7-7014-9465-6df2d8ecba4c","019a564d-4154-7b75-b37e-6d07e11185d1","blue","3","","2666","","","","",""
"","","","","","instructions","4","31183","0.0-4.0","55E25AF2888E49AEAB76E95D3E696930","019a564e-c8a7-7014-9465-6df2d8ecba4c","019a564d-4154-7b75-b37e-6d07e11185d1","blue","3","[{""page_index"":0,""viewing_time"":19411}]","19411","","","","",""
"","","","","","html-keyboard-response","5","37198","0.0-5.0-0.0","55E25AF2888E49AEAB76E95D3E696930","019a564e-c8a7-7014-9465-6df2d8ecba4c","019a564d-4154-7b75-b37e-6d07e11185d1","blue","3","","null","<div style=""display:flex;justify-content:center;align-items:center;"">
                     <img src=""images/causal/causal_series_10/causal_series_10_a.png"" style=""width:300px;height:300px;"">
                   </div>","null","start","",""
"","","","","","html-button-response","6","42776","0.0-5.0-1.0","55E25AF2888E49AEAB76E95D3E696930","019a564e-c8a7-7014-9465-6df2d8ecba4c","019a564d-4154-7b75-b37e-6d07e11185d1","blue","3","","5577","<p style=""font-size:22px;"">The next deck offered is 
                        <span style=""color:red; font-weight:bold;"">RED</span>.</p>
                      <p>The red deck shows two unrelated facts.</p>
                      <p>If you choose to view, it will cost <b>5 cents</b>.</p>
                      <p>Would you like to view or wait?</p>","1","offer_choice","wait",""
"","","","","","html-keyboard-response","7","48781","0.0-5.0-4.0-0.0","55E25AF2888E49AEAB76E95D3E696930","019a564e-c8a7-7014-9465-6df2d8ecba4c","019a564d-4154-7b75-b37e-6d07e11185d1","blue","3","","null","<p style=""font-size:22px;"">Waiting...</p>","null","wait_screen","",""
"","","","","","survey-likert","8","54260","0.0-5.0-5.0","55E25AF2888E49AEAB76E95D3E696930","019a564e-c8a7-7014-9465-6df2d8ecba4c","019a564d-4154-7b75-b37e-6d07e11185d1","blue","3","","5477","","{""Q0"":1}","surprise_rating","","[0]"
"","","","","","survey-likert","9","58822","0.0-5.0-6.0","55E25AF2888E49AEAB76E95D3E696930","019a564e-c8a7-7014-9465-6df2d8ecba4c","019a564d-4154-7b75-b37e-6d07e11185d1","blue","3","","4562","","{""Q0"":1}","enjoyment_rating","","[0]"
"","","","","","html-keyboard-response","10","64831","0.0-6.0-0.0","55E25AF2888E49AEAB76E95D3E696930","019a564e-c8a7-7014-9465-6df2d8ecba4c","019a564d-4154-7b75-b37e-6d07e11185d1","blue","3","","null","<div style=""display:flex;justify-content:center;align-items:center;"">
                     <img src=""images/causal/causal_series_2/causal_series_2_a.png"" style=""width:300px;height:300px;"">
                   </div>","null","start","",""
"","","","","","html-button-response","11","67195","0.0-6.0-1.0","55E25AF2888E49AEAB76E95D3E696930","019a564e-c8a7-7014-9465-6df2d8ecba4c","019a564d-4154-7b75-b37e-6d07e11185d1","blue","3","","2364","<p style=""font-size:22px;"">The next deck offered is 
                        <span style=""color:red; font-weight:bold;"">RED</span>.</p>
                      <p>The red deck shows two unrelated facts.</p>
                      <p>If you choose to view, it will cost <b>1 cents</b>.</p>
                      <p>Would you like to view or wait?</p>","1","offer_choice","wait",""
"","","","","","html-keyboard-response","12","73210","0.0-6.0-4.0-0.0","55E25AF2888E49AEAB76E95D3E696930","019a564e-c8a7-7014-9465-6df2d8ecba4c","019a564d-4154-7b75-b37e-6d07e11185d1","blue","3","","null","<p style=""font-size:22px;"">Waiting...</p>","null","wait_screen","",""
"","","","","","survey-likert","13","83437","0.0-6.0-5.0","55E25AF2888E49AEAB76E95D3E696930","019a564e-c8a7-7014-9465-6df2d8ecba4c","019a564d-4154-7b75-b37e-6d07e11185d1","blue","3","","10227","","{""Q0"":4}","surprise_rating","","[0]"
"","","","","","survey-likert","14","84980","0.0-6.0-6.0","55E25AF2888E49AEAB76E95D3E696930","019a564e-c8a7-7014-9465-6df2d8ecba4c","019a564d-4154-7b75-b37e-6d07e11185d1","blue","3","","1542","","{""Q0"":3}","enjoyment_rating","","[0]"
"","","","","","html-keyboard-response","15","90991","0.0-7.0-0.0","55E25AF2888E49AEAB76E95D3E696930","019a564e-c8a7-7014-9465-6df2d8ecba4c","019a564d-4154-7b75-b37e-6d07e11185d1","blue","3","","null","<div style=""display:flex;justify-content:center;align-items:center;"">
                     <img src=""images/causal/causal_series_1/causal_series_1_a.png"" style=""width:300px;height:300px;"">
                   </div>","null","start","",""
"","","","","","html-button-response","16","92579","0.0-7.0-1.0","55E25AF2888E49AEAB76E95D3E696930","019a564e-c8a7-7014-9465-6df2d8ecba4c","019a564d-4154-7b75-b37e-6d07e11185d1","blue","3","","1587","<p style=""font-size:22px;"">The next deck offered is 
                        <span style=""color:blue; font-weight:bold;"">BLUE</span>.</p>
                      <p>The blue deck shows two related facts.</p>
                      <p>If you choose to view, it will cost <b>1 cents</b>.</p>
                      <p>Would you like to view or wait?</p>","1","offer_choice","wait",""
"","","","","","html-keyboard-response","17","98581","0.0-7.0-4.0-0.0","55E25AF2888E49AEAB76E95D3E696930","019a564e-c8a7-7014-9465-6df2d8ecba4c","019a564d-4154-7b75-b37e-6d07e11185d1","blue","3","","null","<p style=""font-size:22px;"">Waiting...</p>","null","wait_screen","",""
"","","","","","survey-likert","18","101603","0.0-7.0-5.0","55E25AF2888E49AEAB76E95D3E696930","019a564e-c8a7-7014-9465-6df2d8ecba4c","019a564d-4154-7b75-b37e-6d07e11185d1","blue","3","","3022","","{""Q0"":0}","surprise_rating","","[0]"
"","","","","","survey-likert","19","103116","0.0-7.0-6.0","55E25AF2888E49AEAB76E95D3E696930","019a564e-c8a7-7014-9465-6df2d8ecba4c","019a564d-4154-7b75-b37e-6d07e11185d1","blue","3","","1512","","{""Q0"":0}","enjoyment_rating","","[0]"
"","","","","","html-keyboard-response","20","109123","0.0-8.0-0.0","55E25AF2888E49AEAB76E95D3E696930","019a564e-c8a7-7014-9465-6df2d8ecba4c","019a564d-4154-7b75-b37e-6d07e11185d1","blue","3","","null","<div style=""display:flex;justify-content:center;align-items:center;"">
                     <img src=""images/causal/causal_series_9/causal_series_9_a.png"" style=""width:300px;height:300px;"">
                   </div>","null","start","",""
"","","","","","html-button-response","21","110346","0.0-8.0-1.0","55E25AF2888E49AEAB76E95D3E696930","019a564e-c8a7-7014-9465-6df2d8ecba4c","019a564d-4154-7b75-b37e-6d07e11185d1","blue","3","","1222","<p style=""font-size:22px;"">The next deck offered is 
                        <span style=""color:red; font-weight:bold;"">RED</span>.</p>
                      <p>The red deck shows two unrelated facts.</p>
                      <p>If you choose to view, it will cost <b>1 cents</b>.</p>
                      <p>Would you like to view or wait?</p>","1","offer_choice","wait",""
"","","","","","html-keyboard-response","22","116348","0.0-8.0-4.0-0.0","55E25AF2888E49AEAB76E95D3E696930","019a564e-c8a7-7014-9465-6df2d8ecba4c","019a564d-4154-7b75-b37e-6d07e11185d1","blue","3","","null","<p style=""font-size:22px;"">Waiting...</p>","null","wait_screen","",""
"","","","","","survey-likert","23","118926","0.0-8.0-5.0","55E25AF2888E49AEAB76E95D3E696930","019a564e-c8a7-7014-9465-6df2d8ecba4c","019a564d-4154-7b75-b37e-6d07e11185d1","blue","3","","2577","","{""Q0"":0}","surprise_rating","","[0]"
"","","","","","survey-likert","24","120529","0.0-8.0-6.0","55E25AF2888E49AEAB76E95D3E696930","019a564e-c8a7-7014-9465-6df2d8ecba4c","019a564d-4154-7b75-b37e-6d07e11185d1","blue","3","","1602","","{""Q0"":0}","enjoyment_rating","","[0]"
"","","","","","html-keyboard-response","25","126534","0.0-9.0-0.0","55E25AF2888E49AEAB76E95D3E696930","019a564e-c8a7-7014-9465-6df2d8ecba4c","019a564d-4154-7b75-b37e-6d07e11185d1","blue","3","","null","<div style=""display:flex;justify-content:center;align-items:center;"">
                     <img src=""images/causal/causal_series_4/causal_series_4_a.png"" style=""width:300px;height:300px;"">
                   </div>","null","start","",""
