"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","offered_color","view_cost","view_history","rt","stimulus","response","phase","decision","question_order"
"true","false","[]","[]","[]","preload","0","9571","0.0-0.0","15E1B28FC7F94C258B00C23FD589D376","019a563d-19ba-76a5-ba73-83969897b193","019a5638-fce4-7175-8d5f-4bb0e2ed3fec","blue","5","","","","","","",""
"","","","","","instructions","1","10657","0.0-1.0","15E1B28FC7F94C258B00C23FD589D376","019a563d-19ba-76a5-ba73-83969897b193","019a5638-fce4-7175-8d5f-4bb0e2ed3fec","blue","5","[{""page_index"":0,""viewing_time"":1084}]","1085","","","","",""
"","","","","","instructions","2","13691","0.0-2.0","15E1B28FC7F94C258B00C23FD589D376","019a563d-19ba-76a5-ba73-83969897b193","019a5638-fce4-7175-8d5f-4bb0e2ed3fec","blue","5","[{""page_index"":0,""viewing_time"":3031}]","3033","","","","",""
"true","","","","","fullscreen","3","16015","0.0-3.0","15E1B28FC7F94C258B00C23FD589D376","019a563d-19ba-76a5-ba73-83969897b193","019a5638-fce4-7175-8d5f-4bb0e2ed3fec","blue","5","","1302","","","","",""
"","","","","","instructions","4","49383","0.0-4.0","15E1B28FC7F94C258B00C23FD589D376","019a563d-19ba-76a5-ba73-83969897b193","019a5638-fce4-7175-8d5f-4bb0e2ed3fec","blue","5","[{""page_index"":0,""viewing_time"":33365}]","33366","","","","",""
"","","","","","html-keyboard-response","5","55390","0.0-5.0-0.0","15E1B28FC7F94C258B00C23FD589D376","019a563d-19ba-76a5-ba73-83969897b193","019a5638-fce4-7175-8d5f-4bb0e2ed3fec","blue","5","","null","<div style=""display:flex;justify-content:center;align-items:center;"">
                     <img src=""images/causal/causal_series_5/causal_series_5_a.png"" style=""width:300px;height:300px;"">
                   </div>","null","start","",""
"","","","","","html-button-response","6","59797","0.0-5.0-1.0","15E1B28FC7F94C258B00C23FD589D376","019a563d-19ba-76a5-ba73-83969897b193","019a5638-fce4-7175-8d5f-4bb0e2ed3fec","blue","5","","4399","<p style=""font-size:22px;"">The next deck offered is 
                        <span style=""color:blue; font-weight:bold;"">BLUE</span>.</p>
                      <p>The blue deck shows two related facts.</p>
                      <p>If you choose to view, it will cost <b>3 cents</b>.</p>
                      <p>Would you like to view or wait?</p>","1","offer_choice","wait",""
"","","","","","html-keyboard-response","7","65803","0.0-5.0-3.0-0.0","15E1B28FC7F94C258B00C23FD589D376","019a563d-19ba-76a5-ba73-83969897b193","019a5638-fce4-7175-8d5f-4bb0e2ed3fec","blue","5","","null","<p style=""font-size:22px;"">Waiting...</p>","null","wait_screen","",""
"","","","","","survey-likert","8","69313","0.0-5.0-4.0","15E1B28FC7F94C258B00C23FD589D376","019a563d-19ba-76a5-ba73-83969897b193","019a5638-fce4-7175-8d5f-4bb0e2ed3fec","blue","5","","3502","","{""Q0"":1}","surprise_rating","","[0]"
"","","","","","survey-likert","9","71173","0.0-5.0-5.0","15E1B28FC7F94C258B00C23FD589D376","019a563d-19ba-76a5-ba73-83969897b193","019a5638-fce4-7175-8d5f-4bb0e2ed3fec","blue","5","","1855","","{""Q0"":0}","enjoyment_rating","","[0]"
"","","","","","html-keyboard-response","10","77177","0.0-6.0-0.0","15E1B28FC7F94C258B00C23FD589D376","019a563d-19ba-76a5-ba73-83969897b193","019a5638-fce4-7175-8d5f-4bb0e2ed3fec","blue","5","","null","<div style=""display:flex;justify-content:center;align-items:center;"">
                     <img src=""images/causal/causal_series_2/causal_series_2_a.png"" style=""width:300px;height:300px;"">
                   </div>","null","start","",""
