"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","view_history","rt","stimulus","response","phase","offered_color","wait_time","decision"
"true","false","[]","[]","[]","preload","0","626","0.0-0.0","20C7D855D1124DEF99BC26A3724087D7","019a7452-dd5a-7c21-8b6b-dd73d25b402f","019a7450-0828-7dea-8b27-28dc1a381000","","","","","","","",""
"","","","","","instructions","1","14414","0.0-1.0","20C7D855D1124DEF99BC26A3724087D7","019a7452-dd5a-7c21-8b6b-dd73d25b402f","019a7450-0828-7dea-8b27-28dc1a381000","[{""page_index"":0,""viewing_time"":13784}]","13785","","","","","",""
"","","","","","instructions","2","22580","0.0-2.0","20C7D855D1124DEF99BC26A3724087D7","019a7452-dd5a-7c21-8b6b-dd73d25b402f","019a7450-0828-7dea-8b27-28dc1a381000","[{""page_index"":0,""viewing_time"":8165}]","8166","","","","","",""
"true","","","","","fullscreen","3","25714","0.0-3.0","20C7D855D1124DEF99BC26A3724087D7","019a7452-dd5a-7c21-8b6b-dd73d25b402f","019a7450-0828-7dea-8b27-28dc1a381000","","2112","","","","","",""
"","","","","","instructions","4","136438","0.0-4.0","20C7D855D1124DEF99BC26A3724087D7","019a7452-dd5a-7c21-8b6b-dd73d25b402f","019a7450-0828-7dea-8b27-28dc1a381000","[{""page_index"":0,""viewing_time"":110722}]","110723","","","","","",""
"","","","","","instructions","5","209911","0.0-5.0","20C7D855D1124DEF99BC26A3724087D7","019a7452-dd5a-7c21-8b6b-dd73d25b402f","019a7450-0828-7dea-8b27-28dc1a381000","[{""page_index"":0,""viewing_time"":73471}]","73472","","","","","",""
"","","","","","html-keyboard-response","6","213922","0.0-6.0-0.0-0.0","20C7D855D1124DEF99BC26A3724087D7","019a7452-dd5a-7c21-8b6b-dd73d25b402f","019a7450-0828-7dea-8b27-28dc1a381000","","null","<div style=""display:flex;justify-content:center;align-items:center;"">
                     <img src=""images/causal/causal_series_7/causal_series_7_a.png"" style=""width:300px;height:300px;"">
                   </div>","null","start","none","4000",""
"","","","","","html-button-response","7","221217","0.0-6.0-0.0-1.0","20C7D855D1124DEF99BC26A3724087D7","019a7452-dd5a-7c21-8b6b-dd73d25b402f","019a7450-0828-7dea-8b27-28dc1a381000","","7291","<p style=""font-size:22px;"">The next series offered is 
                        <span style=""color:red; font-weight:bold;"">RED</span>.</p>
                      <p>The red series shows an event that has a cause but no clear effect.</p>
                      <p>If you choose to view, you will need to wait <b>8 seconds</b> before seeing the next images.</p>
                      <p>Would you like to view or skip?</p>","0","offer_choice","red","8000","view"
"","","","","","html-keyboard-response","8","229229","0.0-6.0-0.0-2.0-0.0","20C7D855D1124DEF99BC26A3724087D7","019a7452-dd5a-7c21-8b6b-dd73d25b402f","019a7450-0828-7dea-8b27-28dc1a381000","","null","<p style=""font-size:22px;"">Please wait <b>8</b> seconds...</p>","null","waiting_screen","red","8000",""
"","","","","","html-keyboard-response","9","233257","0.0-6.0-1.0-0.0","20C7D855D1124DEF99BC26A3724087D7","019a7452-dd5a-7c21-8b6b-dd73d25b402f","019a7450-0828-7dea-8b27-28dc1a381000","","null","<div style=""display:flex;justify-content:center;align-items:center;"">
                     <img src=""images/causal/causal_series_3/causal_series_3_a.png"" style=""width:300px;height:300px;"">
                   </div>","null","start","red","8000",""
